id,type,projects,tasks,requirements,offers,weeks,persons,model_size,mappings,vars,constraints,is_optimal,solved_ratio,project_ratio,total_time_avg,build_time_avg,pm_time_avg,build_gips_time_avg,build_solver_time_avg,solve_time_avg,apply_time_avg,pm_time_max,build_time_max,build_gips_time_max,build_solver_time_max,solve_time_max,apply_time_max,pm_time_min,build_time_min,build_gips_time_min,build_solver_time_min,solve_time_min,apply_time_min,pm_memory_avg,build_memory_avg,build_gips_memory_avg,build_solver_memory_avg,solve_memory_avg,apply_memory_avg,pm_memory_max,build_memory_max,build_gips_memory_max,build_solver_memory_max,solve_memory_max,apply_memory_max,pm_memory_min,build_memory_min,build_gips_memory_min,build_solver_memory_min,solve_memory_min,apply_memory_min
BATCH-D-batch-9,BATCH-D,9,54,270,3336,76,149,4269,502479,4528404,8050958,true,1.0,1.0,355.764143137,110.331177151,4.497923937,67.163860987,38.668869479,30.909826341,210.025215708,4.497923937,110.331177151,67.163860987,38.668869479,30.909826341,210.025215708,4.497923937,110.331177151,67.163860987,38.668869479,30.909826341,210.025215708,2792,12265,11073,12265,12658,22939,2792,12265,11073,12265,12658,22939,2792,12265,11073,12265,12658,22939
BATCH-E-batch-9,BATCH-E,9,54,270,3336,76,149,4269,1942659,17490024,31096293,false,1.0,1.0,1615.8562656029999,493.632544174,10.402633004,335.759830372,147.469590701,139.049505778,972.771582647,10.402633004,493.632544174,335.759830372,147.469590701,139.049505778,972.771582647,10.402633004,493.632544174,335.759830372,147.469590701,139.049505778,972.771582647,5593,42001,34563,42001,43267,67002,5593,42001,34563,42001,43267,67002,5593,42001,34563,42001,43267,67002
BATCH-A-inc-9,BATCH-A,9,90,1350,123641,376,684,127993,91669,875718,1208212,true,1.0,1.0,361.398836109,79.980809415,3.800876675,69.566131657,6.613271076,138.383453048,139.233696971,3.800876675,79.980809415,69.566131657,6.613271076,138.383453048,139.233696971,3.800876675,79.980809415,69.566131657,6.613271076,138.383453048,139.233696971,1782,13070,9999,13070,13166,7492,1782,13070,9999,13070,13166,7492,1782,13070,9999,13070,13166,7492
INC-F-inc-9,INC-F,9,90,1350,123641,376,684,127993,16390,153143,212973,true,1.0,1.0,85.86533622433333,36.46861141411111,0.4173564347777778,35.37969634133333,0.6692267983333333,14.952411629666667,34.026956745777774,2.989938527,38.490786665,36.64286437,1.112008857,49.360514319,61.74867305,0.048664647,34.377204322,33.55387917,0.515980879,3.871127532,17.435306832,5284,5437,5941,5437,5482,5949,8908,8316,9331,8316,8368,8889,1460,1889,3068,1889,1933,2398
BATCH-A-batch-10,BATCH-A,10,60,300,3664,76,163,4695,2987,33653,48405,true,1.0,1.0,7.751971777,3.92853985,0.297423935,3.377673258,0.253030511,0.656222422,2.86978557,0.297423935,3.92853985,3.377673258,0.253030511,0.656222422,2.86978557,0.297423935,3.92853985,3.377673258,0.253030511,0.656222422,2.86978557,134,705,604,705,745,392,134,705,604,705,745,392,134,705,604,705,745,392
BATCH-B-batch-10,BATCH-B,10,60,300,3664,76,163,4695,2987,33653,54359,true,1.0,1.0,10.501880179,6.716471269,0.274349786,6.177618409,0.263946923,0.661982339,2.849076785,0.274349786,6.716471269,6.177618409,0.263946923,0.661982339,2.849076785,0.274349786,6.716471269,6.177618409,0.263946923,0.661982339,2.849076785,131,305,202,305,342,869,131,305,202,305,342,869,131,305,202,305,342,869
BATCH-C-batch-10,BATCH-C,10,60,300,3664,76,163,4695,4397,46343,78486,true,1.0,1.0,10.621211817999999,5.655035401,0.316414216,4.973938646,0.364278384,0.864158485,3.785603716,0.316414216,5.655035401,4.973938646,0.364278384,0.864158485,3.785603716,0.316414216,5.655035401,4.973938646,0.364278384,0.864158485,3.785603716,132,824,673,824,204,982,132,824,673,824,204,982,132,824,673,824,204,982
BATCH-D-batch-10,BATCH-D,10,60,300,3664,76,163,4695,595810,5369060,9545481,true,1.0,1.0,444.499671037,140.551667194,4.746972848,89.318342917,46.485871361,37.790050969,261.410980026,4.746972848,140.551667194,89.318342917,46.485871361,37.790050969,261.410980026,4.746972848,140.551667194,89.318342917,46.485871361,37.790050969,261.410980026,2204,19314,15053,19314,19774,18337,2204,19314,15053,19314,19774,18337,2204,19314,15053,19314,19774,18337
BATCH-E-batch-10,BATCH-E,10,60,300,3664,76,163,4695,2310010,20796860,36975394,false,1.0,1.0,1850.503642144,590.409933803,11.831366629,401.09161536,177.486451106,160.880004664,1087.382337048,11.831366629,590.409933803,401.09161536,177.486451106,160.880004664,1087.382337048,11.831366629,590.409933803,401.09161536,177.486451106,160.880004664,1087.382337048,6184,46725,38999,46725,46021,79137,6184,46725,38999,46725,46021,79137,6184,46725,38999,46725,46021,79137
BATCH-A-inc-10,BATCH-A,10,100,1500,137557,376,764,142363,105581,1006559,1387167,true,1.0,1.0,487.66244366599994,95.903399756,3.79767048,84.351746876,7.753455522,202.524486658,185.436886772,3.79767048,95.903399756,84.351746876,7.753455522,202.524486658,185.436886772,3.79767048,95.903399756,84.351746876,7.753455522,202.524486658,185.436886772,1878,5779,6551,5779,5888,5480,1878,5779,6551,5779,5888,5480,1878,5779,6551,5779,5888,5480
INC-F-inc-10,INC-F,10,100,1500,137557,376,764,142363,17450,162683,225949,false,0.9,0.9,114.53820454480001,57.49451472600001,0.4422332267999999,56.3512052574,0.6992229083999999,16.759401718,39.842054874,3.434192747,60.563709125,59.98029747,1.181853852,61.521071031,80.478271987,0.072988637,55.760099089,51.756689929,0.504732003,1.791825782,22.889531695,5284,5394,5823,5393,5439,6063,9519,8981,9917,8981,9037,9723,1694,2357,2291,2357,2398,2976
